cluster 0 gene,cluster 0 score,cluster 1 gene,cluster 1 score,cluster 2 gene,cluster 2 score,cluster 3 gene,cluster 3 score,cluster 4 gene,cluster 4 score,cluster 5 gene,cluster 5 score
Dlk1,-3.6643627,Srsf3,-3.6433413,Ndufa11,-1.8801361,Ppp2ca,-6.1805253,Eepd1,-5.3235774,Col9a3,-1.9113399
Ctbp2,-3.6726356,Pak1,-3.6478665,St6galnac2,-1.8809448,Sbk1,-6.1999216,Rara,-5.3250875,Sbk1,-1.9145784
Atg4b,-3.6798272,Utp11l,-3.6550345,Nol11,-1.8812338,Upb1,-6.203286,Mllt4,-5.3274655,Pola1,-1.916331
Ppp2r3c,-3.6881,Slc25a13,-3.6594117,Acadm,-1.8827357,Kmt2e,-6.2064824,Iqgap1,-5.3294897,Plod2,-1.917512
Baz1a,-3.6924481,Gstt2,-3.6675103,Ndufs7,-1.8836601,Sdccag3,-6.23757,Igf2bp3,-5.3327675,Vmp1,-1.9194171
Btf3l4,-3.702131,Nipbl,-3.6800072,Dcps,-1.8852199,Zranb1,-6.243306,Appl2,-5.334888,Iah1,-1.9226557
Cdc20,-3.7063146,Slc31a2,-3.680303,Cox6a1,-1.8871263,Dync2h1,-6.2443995,Cdh3,-5.3352575,Dcps,-1.9245607
2810474O19Rik,-3.7064085,Marveld2,-3.680557,Cat,-1.8879929,Lin7c,-6.247478,Plp2,-5.340367,Frzb,-1.9263514
Yap1,-3.707278,Tjp3,-3.6842573,Nedd4l,-1.8883395,Abcb9,-6.2560067,Bckdk,-5.345251,Elavl1,-1.9263514
U2af2,-3.7104275,Hnrnpc,-3.6866255,Trap1,-1.889206,Fam131a,-6.260044,Ncoa7,-5.3518543,Clk1,-1.9270372
Ntmt1,-3.7142582,Kirrel2,-3.6963735,Cox7b,-1.892268,Mdm1,-6.261222,Cenpw,-5.358731,Tmem11,-1.9358003
Ech1,-3.7175722,Ctps2,-3.6972828,Mfap3,-1.8941743,Bace1,-6.2619286,Elf5,-5.3697524,Net1,-1.9359527
Ccm2,-3.7228837,Lima1,-3.698911,Timm44,-1.8949254,Ankrd44,-6.2935205,Prim1,-5.3709893,Cenpk,-1.9368671
Cenpk,-3.7318616,Bcl11b,-3.6995454,Pard6g,-1.894983,Fam32a,-6.294967,Nop56,-5.373094,Zcchc11,-1.9401056
Ssbp1,-3.7333894,Suclg2,-3.709547,Frg1,-1.905844,Emid1,-6.2981973,Syne1,-5.3775125,Ncald,-1.9442204
Stard10,-3.7364447,Knop1,-3.7128034,Pacsin2,-1.9078659,Mtch1,-6.2999635,Zfp148,-5.378428,Rab34,-1.9444109
Txndc15,-3.7412157,Rassf9,-3.7141778,Pfdn6,-1.9094257,Strn3,-6.305296,Tnfrsf21,-5.3811593,Upf3a,-1.9460112
H2afj,-3.7427669,Cdc26,-3.727457,Samm50,-1.9130652,Ociad1,-6.3485627,Ccdc34,-5.3843884,Wsb1,-1.9467732
Chtop,-3.7475612,Il11ra1,-3.7291486,Borcs8,-1.913354,Sec13,-6.353559,Arfgef1,-5.384453,Abl1,-1.94784
Rpl7l1,-3.7564218,Tpx2,-3.7334833,Rps6,-1.9154338,Gpbp1,-6.373157,Prmt3,-5.386831,Sestd1,-1.9490591
Cgnl1,-3.757644,Eif3d,-3.740715,Echs1,-1.9161848,Srp72,-6.3753943,Pkd2,-5.394109,Smyd2,-1.951307
Clmn,-3.7668097,Mbtd1,-3.747968,Chac2,-1.9165893,Rnf114,-6.3765216,Cys1,-5.395796,Tcf4,-1.9586605
H3f3a,-3.7744482,Tmem70,-3.7529793,Mtch1,-1.9168203,Dnajb2,-6.377985,Mki67,-5.3959565,Tjp3,-1.9588128
Ppil3,-3.7758582,Cbx1,-3.7575467,Glul,-1.9192467,Rhoa,-6.3926373,Mat2a,-5.4109783,Zkscan3,-1.9589272
Borcs8,-3.7834496,Aifm1,-3.7582233,Lamb1,-1.9237528,Chfr,-6.4035044,Ffar4,-5.4284587,Rell1,-1.9604131
Ntan1,-3.7889256,Fiz1,-3.7607608,Usp3,-1.9241571,Galns,-6.404884,Wfdc15b,-5.43985,Arid5b,-1.9639564
Cdca8,-3.7947307,Haus1,-3.7609298,Sphkap,-1.9258902,Lmna,-6.431177,Ndufb9,-5.4400263,Luc7l,-1.9712716
Pvrl2,-3.8010764,Rab34,-3.7701068,Bnip2,-1.9313784,Pqbp1,-6.4503207,Cdca7l,-5.4489594,Dab1,-1.9716146
Tpm3,-3.8065994,Sms,-3.7802143,D2Wsu81e,-1.9316095,Stip1,-6.461743,Ppp2r4,-5.449088,Myl12b,-1.975615
Gbas,-3.819949,1700020I14Rik,-3.782202,Sdhb,-1.9344403,Desi2,-6.4629374,Tmem214,-5.458069,Mki67,-1.9758055
Tmem238,-3.8264592,Esd,-3.7849932,Dync2li1,-1.9392929,Rnf167,-6.4767146,Atad2,-5.4771237,Rnf146,-1.9787393
Hells,-3.8282218,0610007P14Rik,-3.7939587,Mcm4,-1.9403328,Ddc,-6.4934864,Myg1,-5.484032,Slc25a51,-1.9835399
Mgll,-3.8285978,Dock1,-3.7955234,Baz1a,-1.9405061,Mrps12,-6.500838,Rassf9,-5.5007415,Bin1,-1.9865499
Cmc1,-3.8339093,Mtch1,-3.7964115,Ddc,-1.9416038,Slc37a1,-6.5095515,Faap20,-5.523732,Luc7l3,-1.9879215
Fn1,-3.8374348,Chadl,-3.7967498,Dcbld1,-1.943568,Cbfb,-6.5170712,Pvrl2,-5.525162,Rif1,-1.9887216
Rps21,-3.8428402,Atp5b,-3.806688,Saal1,-1.9490561,Tspan13,-6.528914,Igf2bp1,-5.553696,Tpx2,-1.9910076
Ccar1,-3.8469532,Rbm7,-3.8293982,Afm,-1.9507892,Rab11a,-6.5435495,Pgp,-5.554419,Rae1,-1.9910839
Ccnb2,-3.8508546,Reep3,-3.830836,Rer1,-1.9567397,Lsm1,-6.5518093,Rps6ka3,-5.566533,Tln2,-1.9911219
Dhfr,-3.8510191,Ddx46,-3.8338175,Cand1,-1.9587038,Lrp8,-6.556469,Plekha1,-5.571835,Cxadr,-1.9915029
Hnrnpl,-3.8516302,Pcbp2,-3.8378139,Gpm6b,-1.9624012,Arpc3,-6.5588074,Gpc3,-5.5752892,Mrps10,-1.9956939
Sh2d4a,-3.8545444,Evi5,-3.8378773,Ehmt1,-1.9646541,Hmgcr,-6.586345,Sec23b,-5.5956616,Acly,-1.9967227
Psmb3,-3.8682463,Rbfox3,-3.839019,Rpf2,-1.9665606,Tax1bp1,-6.609493,Magi1,-5.619809,Kcnk1,-2.0023615
Stk39,-3.881831,Rara,-3.8409855,Lig1,-1.9678315,Sfxn2,-6.613059,Nsmce4a,-5.62238,2900026A02Rik,-2.0055618
Snrpf,-3.8854501,Fcf1,-3.8443055,Arl2bp,-1.9686403,Rbm42,-6.618997,Nudc,-5.6242113,Nup50,-2.0057905
Sf3a3,-3.8902447,Rrp15,-3.8509028,Ppp1r7,-1.9710666,Fam63b,-6.620949,Ergic3,-5.632823,Nhp2l1,-2.0078099
Ptprs,-3.8904562,Atad2,-3.8583248,Nasp,-1.9737818,Kit,-6.6278625,Bag2,-5.641258,Cnksr3,-2.0115817
Erich5,-3.892031,Snrpf,-3.8636956,Rfc1,-1.9753994,Nkx2-2,-6.638881,Tmem9,-5.641563,Tcf12,-2.0124962
Smc4,-3.893441,Arrdc1,-3.8652391,Lzic,-1.9777681,Ttc5,-6.6396046,Eif1ax,-5.6525364,Vdac1,-2.0148585
Rasl11b,-3.8935351,Phldb2,-3.8783069,Sfpq,-1.9847583,Adrm1,-6.670473,St5,-5.656296,Vasp,-2.0163443
Rab27b,-3.898729,Nudcd2,-3.8904655,Ppa1,-1.9884555,H13,-6.671617,Rnf128,-5.6673017,Foxa3,-2.0262122
Tpm1,-3.9023955,Borcs8,-3.8913324,Polr2f,-1.9907663,Vps35,-6.674763,Gemin6,-5.690935,Yap1,-2.030289
Lama5,-3.9180717,Prrc2c,-3.8929818,Ttc28,-1.9918063,Ttc8,-6.678531,Ybx3,-5.693811,Lsm4,-2.0312035
Top2a,-3.9209154,Rbbp8,-3.8983948,Ghitm,-1.9921528,Capn10,-6.679507,Fbxo17,-5.697683,2810428I15Rik,-2.0319655
Cdh3,-3.9267676,Ddx52,-3.8986697,Nop58,-1.9929616,Msi1,-6.68632,Prkacb,-5.702696,Add3,-2.033375
Exosc3,-3.927684,Med4,-3.9032583,Wnt7b,-1.993366,Hist1h2bc,-6.710544,Mpp6,-5.7096686,Hebp1,-2.0343277
Psma4,-3.9341238,Ube2i,-3.9155014,Cep63,-1.9940015,Sfr1,-6.7185006,Lpp,-5.7457376,Dek,-2.0374138
Psmb7,-3.9342413,Eif5b,-3.9219084,Cdc16,-2.0020316,Tbc1d9,-6.7826104,Nt5c3,-5.7476335,Phc2,-2.0404618
Nubp1,-3.9439714,Tmem123,-3.9404104,C1galt1c1,-2.004978,Hpcal1,-6.787186,Pigs,-5.749015,Grin3a,-2.0407286
Prdm16,-3.9523382,Homer3,-3.9408333,Dnaja2,-2.0058444,Tm2d2,-6.803268,Ccnb2,-5.7507663,Nadk,-2.0408428
Rfc3,-3.9566863,4930523C07Rik,-3.942969,Cnbp,-2.0179763,Tmem38a,-6.829191,Cdt1,-5.771042,Tspan15,-2.041757
Cdc123,-3.9578614,Racgap1,-3.943561,Ywhah,-2.023291,Rassf3,-6.82941,Bet1l,-5.771219,Arl6ip4,-2.0437765
Mapkapk2,-3.9588015,Phb2,-3.9565232,Pigx,-2.0239265,Bend7,-6.8325386,Lrrc16a,-5.7968926,Rbms2,-2.0452244
Uchl3,-3.966087,Gpt2,-3.9641142,Wsb1,-2.025313,Srp68,-6.8351965,Tfrc,-5.805874,Prmt7,-2.0476627
Sugt1,-3.9682963,Hspg2,-3.9646218,Ppih,-2.0258908,Nudt7,-6.842733,Copa,-5.8139873,Arpc1b,-2.0492249
Parp1,-3.9703176,Baz1b,-3.9736085,Hmgb1,-2.0265262,Agpat3,-6.8456435,3110082I17Rik,-5.8191285,Nxf1,-2.049263
Atad1,-3.9705527,Haus4,-3.9751098,Naa50,-2.0287793,Rbx1,-6.8517833,Myh14,-5.8220687,Tsn,-2.0494535
Atp1b3,-3.9712343,Gm8113,-3.9767802,Gdi2,-2.032881,Vps29,-6.8575535,Syne2,-5.8244786,Trim59,-2.050025
Rbbp8,-3.9762871,Rnf146,-3.979064,Usp14,-2.0334008,Grb2,-6.8598247,Usp1,-5.8287363,Baz1a,-2.053073
Pold3,-3.9782379,Cops2,-3.990461,Srrt,-2.0355384,Usp34,-6.8676133,Hook1,-5.8313394,Thoc1,-2.054559
Meis1,-3.9822803,Rpl38,-4.0024714,Utp11l,-2.0357118,Ctsz,-6.924018,Dguok,-5.8406897,Bspry,-2.0574164
Chac2,-3.9887671,Pax4,-4.0027676,Upf3a,-2.0362895,Rad21,-6.9283414,Uqcrb,-5.8452525,Rad50,-2.0590549
Mxra7,-3.997463,Rnaseh2a,-4.0043745,Rbm17,-2.0367515,Gm43194,-6.951825,Tusc3,-5.847759,Gdi2,-2.0672462
Bre,-3.9974864,Actr3,-4.0116487,Tk1,-2.039929,Ubald1,-6.959883,Rfc1,-5.8751683,Shmt1,-2.0700657
Apip,-3.998826,Grin3a,-4.0218406,N4bp2l2,-2.0401022,Gsk3b,-6.9681597,Slc2a1,-5.8778996,Cnot8,-2.0710182
Mpp6,-4.0059943,Tenm4,-4.036748,Tcf12,-2.041951,Slc35g2,-6.9759483,Dnajc24,-5.8966007,Rtcb,-2.0741043
Tmbim6,-4.0100603,Hspa8,-4.0395813,Umps,-2.0429907,Pdk2,-6.995126,Aldh7a1,-5.9004245,Evi5,-2.0745234
Chd3,-4.011447,Nrp1,-4.0420556,Cadps,-2.0432796,Ndufa6,-7.0315795,Mrpl52,-5.90171,Me2,-2.0774953
Thumpd3,-4.0143614,Fam32a,-4.0550385,Mrpl22,-2.044204,Ptpn1,-7.0353646,Plk2,-5.90571,Ppil3,-2.0824103
Dhx40,-4.0175343,Enah,-4.05599,Eif2a,-2.0484211,Hdac2,-7.0356674,Cfdp1,-5.919206,Kdf1,-2.0826387
Wdr83,-4.0192966,Mxra7,-4.066436,Tmem256,-2.0507898,Scin,-7.0444317,Bcl2l14,-5.9212465,Lpp,-2.0835912
Vrk1,-4.020777,Tm4sf4,-4.0684023,Eci2,-2.053274,Ywhab,-7.0525737,Mapk14,-5.9252634,Macf1,-2.085763
Nr5a2,-4.021036,Scin,-4.0704956,Glmp,-2.0535626,Tiprl,-7.056645,Pigp,-5.9269342,Bcl2l14,-2.0930402
Tspan14,-4.021882,2700094K13Rik,-4.0732236,Mrps31,-2.054025,Mad2l2,-7.0707755,Gns,-5.9305167,Srpk1,-2.0973837
Mthfd1,-4.0267,Fam198a,-4.0758877,Ola1,-2.0578377,Maml3,-7.0751996,Pacsin2,-5.935915,Fam114a2,-2.0978408
2810004N23Rik,-4.035114,Upf3a,-4.079694,U2af2,-2.058242,A1cf,-7.088775,Sez6l2,-5.939273,Grasp,-2.0993268
Myl9,-4.0364065,Etl4,-4.0828657,Mrpl11,-2.0591664,Fip1l1,-7.113218,Top2a,-5.942422,Nr5a2,-2.1010413
Ndufaf2,-4.0429873,Cir1,-4.0845995,Hip1r,-2.0608418,BC004004,-7.1161113,Stx8,-5.954472,Fam198a,-2.106947
Adam10,-4.0431986,Apip,-4.0879407,Zdhhc6,-2.0637302,Ivd,-7.1268606,Gnpat,-5.9563355,Gata6,-2.1080518
Tex30,-4.0441155,Cep57,-4.098957,Cdk1,-2.0674276,Jam3,-7.1325464,4930523C07Rik,-5.967389,Parva,-2.1086233
Acadm,-4.04522,Wasl,-4.1011987,Sumf2,-2.0702584,Deptor,-7.139965,Copg1,-5.9800816,Rara,-2.108852
Nt5c,-4.0538454,Map3k1,-4.1080074,Smc4,-2.0717604,Stub1,-7.1468625,Cmas,-5.9857693,Ankrd44,-2.1121285
Cdt1,-4.0539393,Ndrg1,-4.121794,Xist,-2.0719914,Fxr2,-7.152784,2610035D17Rik,-5.991521,Ccar1,-2.1133478
Mrpl13,-4.0559607,Sestd1,-4.122999,Wdr12,-2.0722804,Mcf2l,-7.1537256,Golgb1,-5.994766,Atp1b3,-2.1135
Elf5,-4.0563602,Stard10,-4.126467,Pgap2,-2.0723958,Tmem258,-7.1733575,Akr7a5,-6.033727,Pex19,-2.116891
Uhrf1,-4.0579114,Cdca7l,-4.1328106,Arl6ip4,-2.0734935,Tmeff1,-7.180389,Fam213a,-6.040668,Cbx1,-2.1179578
Ssbp3,-4.0601673,Rer1,-4.136257,Tecpr1,-2.0817547,Tbpl1,-7.1936617,Clic6,-6.043158,Ndufaf2,-2.1194057
Wdr61,-4.0610843,Hnf1aos1,-4.1362786,Gstt1,-2.0844698,Gm561,-7.199213,Map3k1,-6.063081,Larp7,-2.120282
Lifr,-4.0645156,Cgn,-4.1364055,Ssb,-2.0885139,Slc7a2,-7.203301,Eprs,-6.076094,Dusp5,-2.1292355
Igsf3,-4.0648446,Timm44,-4.136638,Rsl1d1,-2.0888026,Ap1s2,-7.2120485,Gnai2,-6.0790505,Tmem242,-2.13095
Serf2,-4.067406,Rdx,-4.1407824,Anp32a,-2.0893226,Gripap1,-7.2183065,Cdk5rap3,-6.081091,Ndufa9,-2.1330454
Ift43,-4.069827,Yap1,-4.142918,Eif2b5,-2.0898426,Smarcd2,-7.2240763,B230118H07Rik,-6.081621,Rbbp8,-2.133236
Cept1,-4.0874305,Saal1,-4.143235,Srsf5,-2.0916333,Jarid2,-7.226095,M6pr,-6.081814,Dcx,-2.1350267
Slc39a10,-4.088253,Cenpk,-4.147168,Rnf114,-2.095215,Pcyt1b,-7.2372313,Lrpprc,-6.100467,Cnot2,-2.1437898
Rbfox3,-4.088629,Auts2,-4.156705,Hdac1,-2.1000102,Pnliprp1,-7.237299,Rad50,-6.1140914,Hn1l,-2.144628
Adgrg1,-4.089851,Igsf8,-4.1575084,Ntan1,-2.101281,Pdk3,-7.263138,Sh2d4a,-6.114846,Gstt1,-2.1448948
Dsp,-4.0900626,Errfi1,-4.1671715,Adgrg6,-2.1094844,Fam135a,-7.2809863,Ptp4a2,-6.1236186,Picalm,-2.1527815
Eef1d,-4.0919194,Syne2,-4.1677213,Emid1,-2.1108708,Baz2a,-7.2829037,Pgm3,-6.1286955,Fcf1,-2.1561725
Gpt2,-4.096996,Csnk1e,-4.172627,Tmem163,-2.1110442,Snx4,-7.3213763,Oard1,-6.1295953,Nasp,-2.1571631
Stxbp2,-4.1016726,Luc7l3,-4.1748896,Prrc2a,-2.1112752,2010107G23Rik,-7.331251,Smim4,-6.1332426,Mrpl42,-2.157201
Gtf2b,-4.1026363,Igfbp5,-4.178336,Xrn2,-2.114857,Kcnc3,-7.3333707,Lman2,-6.1388173,Ttc28,-2.1581156
Dab1,-4.11192,Jup,-4.178865,Prmt1,-2.1184387,Csnk1e,-7.3693366,Wdr83os,-6.1395082,Spon1,-2.1671453
Srsf4,-4.1247053,Dnajc7,-4.1900296,Thyn1,-2.120172,Ago2,-7.3783026,Mboat7,-6.155912,2700029M09Rik,-2.167488
Nemf,-4.1268673,Prpsap1,-4.19318,Snx7,-2.1262379,Ndufs4,-7.389809,Tgm2,-6.16131,Ivns1abp,-2.1677167
Elavl1,-4.135822,Zfp618,-4.1934977,Arpp19,-2.1268733,Ndufa11,-7.3901286,Slc16a12,-6.1656966,Samm50,-2.1680217
Slc44a3,-4.137044,Midn,-4.194111,Anapc11,-2.128202,Fam151a,-7.420207,Hmox2,-6.166757,E2f1,-2.1680977
Nt5c2,-4.146727,Clic1,-4.194576,Rbm42,-2.1288953,2410015M20Rik,-7.457569,Cd2ap,-6.1674156,Rnf4,-2.1703076
Tmem70,-4.147902,Ndc1,-4.197198,Gpt2,-2.1303973,Rab6a,-7.4662833,Aldh2,-6.168203,Csnk1e,-2.170841
Mrpl22,-4.158784,Cenph,-4.2017016,Smarca5,-2.130744,Exoc7,-7.472541,Akr1c12,-6.176236,Ralbp1,-2.1717556
Zscan21,-4.163038,Mki67,-4.2025056,Mark3,-2.130975,Mdm2,-7.4760904,Akr1cl,-6.1794653,Ganab,-2.1737366
Idh1,-4.163719,Tpr,-4.2035203,Nsmce4a,-2.1310906,Actr10,-7.4852924,Actr3,-6.1826305,Orc6,-2.1743462
Dcun1d1,-4.1653175,Zfp326,-4.210012,Eif4a3,-2.132188,Nbr1,-7.516851,Cgn,-6.189105,Fstl1,-2.1764038
Zdhhc6,-4.165576,Tpst1,-4.2125916,Nrbp1,-2.1334014,Rala,-7.53009,Gart,-6.194664,Nacc1,-2.1807852
Lingo1,-4.1676207,Zfp395,-4.2151713,Errfi1,-2.1335168,Elp4,-7.543346,Cers4,-6.206826,Tspan14,-2.1817377
Nsa2,-4.168326,Zcchc11,-4.220648,Chchd1,-2.1343834,Fam174b,-7.5487123,Sec61a1,-6.2173657,Itpr3,-2.183338
Ddx39,-4.16889,Vasp,-4.2236085,Lsm14a,-2.1344411,Jagn1,-7.577865,Rnh1,-6.218828,Spc25,-2.18791
Fstl1,-4.1696186,Spint2,-4.227816,Mrpl54,-2.141258,Pex7,-7.584392,Tjp3,-6.219326,Map4k4,-2.1898532
Tmem55a,-4.177985,Cbfa2t2,-4.2442036,Rcor2,-2.1414893,Auts2,-7.596319,Galm,-6.2244673,Serbp1,-2.1933963
Chadl,-4.1808763,Grb10,-4.2444787,Mrpl21,-2.1424136,Ins2,-7.596992,Tm9sf3,-6.225881,Ppa2,-2.196711
Clint1,-4.192886,Acp1,-4.249617,Psmd4,-2.1440887,Ncstn,-7.597631,Sp3os,-6.2334967,Slc25a13,-2.2032263
Snrpd3,-4.1931443,Rps21,-4.2677593,2310009B15Rik,-2.1448977,Ppp1r14c,-7.605908,Ctso,-6.234541,4930523C07Rik,-2.2032645
Rorc,-4.1966934,Cct2,-4.2717557,Wdr43,-2.145013,Ccdc12,-7.6070347,Mycbp,-6.2388144,Mbtd1,-2.2073412
Upk3bl,-4.198597,Smarcd3,-4.2719884,Gpd2,-2.1451864,Apoo,-7.6182723,Prkra,-6.279832,Erich5,-2.2076077
Zkscan1,-4.208421,Nmral1,-4.2811656,Pex19,-2.147324,Dock11,-7.622309,Capns1,-6.282033,Ddb1,-2.2085223
Bmp7,-4.213239,Poc1a,-4.2829843,Rbm25,-2.1477284,Dynll2,-7.66598,Rexo2,-6.2852945,Tjp2,-2.2104273
Snw1,-4.213427,Stk39,-4.286727,Smarcc1,-2.1514256,Kif1a,-7.667814,Gpr180,-6.285696,Ncor1,-2.2108846
Laptm4b,-4.2434397,Stxbp6,-4.29713,Fkbp3,-2.1551807,St6galnac2,-7.6717668,Ubr5,-6.29238,Cdh1,-2.2162948
Timm22,-4.2566953,Meis1,-4.2979336,Psmg1,-2.159629,Ttc39a,-7.6741385,Shmt1,-6.3087354,Mapkapk2,-2.2180092
Rhobtb3,-4.2791867,Spon1,-4.300281,Ppp2r2a,-2.162171,Hspa4l,-7.674744,Chadl,-6.3107276,Ins2,-2.218657
Prmt3,-4.2893634,Nsmce2,-4.3029027,Idh1,-2.1632109,Mtmr7,-7.6927443,Ndufb2,-6.3160615,Hells,-2.2198
Akr1cl,-4.2905855,Sh2d4a,-4.3087387,Gmnn,-2.1633842,Ero1lb,-7.7020974,Aig1,-6.3230023,Fam168b,-2.2218573
Slc35b2,-4.307319,Atf3,-4.313708,Snhg6,-2.165464,Shfm1,-7.7310653,Cep164,-6.3249145,Nxt1,-2.224791
Hnrnpll,-4.3102336,Rnf128,-4.3155475,Midn,-2.165464,H2afy,-7.731452,Sytl4,-6.353689,Shank2,-2.2284105
Rtkn,-4.3103747,Rfc2,-4.316309,Snx3,-2.1655216,Ei24,-7.74205,Pcsk2os1,-6.356179,Slc38a2,-2.2291346
Casp8,-4.314981,Prdx1,-4.3169646,Mrpl52,-2.1722808,Dll3,-7.754145,Arl2,-6.3835564,Ccni,-2.2313063
Thoc6,-4.3157096,Chtf8,-4.3214684,Gdpd1,-2.1739562,Rab37,-7.754246,Pygb,-6.38587,Tenm4,-2.2325253
Serinc2,-4.329388,Celf2,-4.3254647,Wasl,-2.1752849,Pfdn5,-7.815025,Ppt1,-6.389662,Ncaph2,-2.2326016
Tmc4,-4.334206,Bcl2,-4.327685,Glo1,-2.1759202,Golim4,-7.825707,Pdia5,-6.3900476,Ilf2,-2.2329826
Chd7,-4.3410454,E2f1,-4.3348107,Zfand6,-2.1766713,Psmc5,-7.848501,Dnajc19,-6.4004903,Golga4,-2.2382405
Pclo,-4.362033,Rsu1,-4.338575,Ccnh,-2.1778846,Dcaf7,-7.8663497,Rbp1,-6.405744,Zfp91,-2.239574
Psma5,-4.362268,Rfc1,-4.3388286,Letm1,-2.1860878,Slc16a10,-7.8773346,Nr2c2ap,-6.410548,Mllt4,-2.2417839
Gsr,-4.3642187,Cdc20,-4.339315,Cbfa2t3,-2.1897275,Rab14,-7.8874617,Mal2,-6.4148054,Snf8,-2.2479942
Nde1,-4.365347,Tsn,-4.3407106,E2f1,-2.194638,Ubxn1,-7.890927,Maged1,-6.415914,Clmn,-2.249861
Dynlt1f,-4.371622,Mpped2,-4.3420005,Celf1,-2.1946957,Tpst1,-7.900751,Commd7,-6.4193845,Spc24,-2.2508516
Ndc1,-4.3726325,Rpl10,-4.3456163,Rrp15,-2.1963131,Phyhipl,-7.905949,Ppp1r9a,-6.419979,Cdca8,-2.2534044
Cxadr,-4.373667,Tspan15,-4.3507757,Dnajc8,-2.1964288,Dync1i2,-7.9111137,Fbxo21,-6.4228067,Usp3,-2.2541282
Hdac3,-4.374654,Mrpl13,-4.352848,Tmem165,-2.2018015,Auh,-7.912224,Timm9,-6.425345,Prodh2,-2.258129
Gstt1,-4.382786,Prpf40a,-4.3638644,Ddx3x,-2.2023792,Phip,-7.9187846,Casp8,-6.432848,Chd7,-2.2588527
Acbd6,-4.386452,Snx5,-4.36655,Igsf3,-2.2090805,Ctsl,-7.9310145,Itgb3bp,-6.434985,Notch2,-2.2628152
Psmd11,-4.3872514,Fus,-4.3671,Cfdp1,-2.2094848,Zfand6,-7.932007,Ppa2,-6.4409776,Arglu1,-2.2637677
Adck5,-4.387745,Swt1,-4.3788567,Acin1,-2.2107558,Fyttd1,-7.934278,Anp32e,-6.4471793,Jmy,-2.264263
Npc2,-4.3908,Fstl1,-4.3950324,Nxt1,-2.2139332,Tnrc6b,-7.9342947,Mrpl54,-6.454361,Arhgef17,-2.2653298
Shf,-4.392234,Pitpnc1,-4.40366,Ssbp1,-2.2143376,Slc25a17,-7.970395,Rras2,-6.454538,Ddx46,-2.2668157
Supt16,-4.4097433,Tjp2,-4.4045477,Eif3c,-2.2149153,Pafah1b2,-7.982474,Sec22b,-6.454891,Phb2,-2.2702067
Eif2s2,-4.424268,Adss,-4.4092846,Ahcyl1,-2.2168796,Mnx1,-7.9887147,Znhit1,-6.4710217,Acp1,-2.2827415
Cdk6,-4.4345617,Shf,-4.4107857,Smoc1,-2.2193637,Clps,-8.00155,Arid5b,-6.4711823,Ubap2,-2.2833512
Zfp386,-4.439991,Tuba1c,-4.4110184,Luzp1,-2.2217321,Fam219a,-8.003653,Slc25a13,-6.4720664,Wasf2,-2.2866278
Arf5,-4.4414716,2810474O19Rik,-4.411378,Ccs,-2.2224255,Ndufv3,-8.004393,Rpp21,-6.4774165,Ifitm2,-2.2871232
Tes,-4.4439626,Mtf2,-4.416685,Ddx47,-2.2235231,Upk3bl,-8.027658,Tmem205,-6.486301,Snrpa1,-2.2923048
Jup,-4.4445972,Cdca8,-4.43339,Eif2s1,-2.2260072,Vcp,-8.092929,Cox17,-6.4869437,Elf5,-2.2935622
Naa50,-4.446078,Hnf1b,-4.442969,Ddx39b,-2.2290113,Yaf2,-8.09954,Ncl,-6.4958124,Prdm16,-2.2942479
Hadh,-4.4574766,Cers4,-4.4461617,Hnrnph3,-2.2310333,Psmb7,-8.101323,Camk2b,-6.4997325,Slc30a8,-2.2986677
Acot7,-4.4647155,Mpzl1,-4.448149,Atp8b1,-2.2331707,Cox7a2l,-8.116093,Tmpo,-6.5108185,Timm22,-2.2990866
Clcc1,-4.489722,Hadha,-4.452484,Mboat1,-2.2354238,Smarca4,-8.135321,Dcbld1,-6.514803,Cul1,-2.3000772
Galm,-4.4906387,Slc25a3,-4.454641,Tmem98,-2.2359438,Klhl32,-8.154514,Papss1,-6.532974,Uhrf1,-2.3004963
Zmat2,-4.503048,Cenpw,-4.461661,Chchd7,-2.2360015,Gfpt1,-8.165903,Pfdn6,-6.536573,Aldh7a1,-2.3008392
Nudcd2,-4.503259,Cenpf,-4.4692736,Capn2,-2.2378502,Rbfox2,-8.196133,2210016L21Rik,-6.538163,Tm9sf3,-2.3016393
Rbms2,-4.5125427,Ccnh,-4.4740734,Rpl38,-2.2391212,Ptprn2,-8.201045,Chchd1,-6.542003,Top1,-2.3035824
Dcun1d5,-4.5176897,Esf1,-4.484181,Cald1,-2.24045,Mapk8ip2,-8.215243,Notch2,-6.5458107,Akt1,-2.3046112
Hdac2,-4.522602,Stxbp2,-4.488114,Stoml2,-2.241432,Kcnmb2,-8.256272,Hint2,-6.5504217,Fam81a,-2.307926
Vgll4,-4.5227194,Uhrf1,-4.5042896,Cttn,-2.2462268,Kctd13,-8.2641115,Lmo4,-6.566344,Chd1,-2.3084593
Tra2b,-4.5255632,Bzw1,-4.512621,Rsu1,-2.255759,Shf,-8.272371,Nnat,-6.5774455,Acadm,-2.3092976
Hipk2,-4.5296526,Col27a1,-4.522771,Eps8l2,-2.257203,Chic1,-8.281169,Dalrd3,-6.5837917,Acadl,-2.3166509
Fam63a,-4.532755,Cox19,-4.524251,Dnajc15,-2.258474,Fam134a,-8.309649,Cbx4,-6.5875354,Mrps15,-2.318899
